1.0.0.1;889;622
101.226.4.6;1948;1948
109.69.8.51;0;0
1.1.1.1;798;499
114.114.114.114;58;50
114.114.115.115;58;50
117.50.11.11;0;0
117.50.22.22;0;0
119.28.28.28;2013;2013
119.29.29.29;1980;1980
1.2.4.8;1946;1946
149.112.112.112;2126;2126
156.154.70.1;2267;2267
156.154.71.1;2265;2265
169.239.202.202;0;0
180.76.76.76;1737;1737
185.121.177.177;0;0
195.46.39.39;0;0
195.46.39.40;0;0
198.101.242.72;0;0
199.85.126.10;2260;2260
199.85.127.10;2251;2251
208.67.220.220;937;0
208.67.222.222;759;550
208.76.50.50;0;0
208.76.51.51;0;0
209.244.0.3;588;450
209.244.0.4;588;450
209.88.198.133;0;0
210.2.4.8;1962;1962
216.146.35.35;148;100
216.146.36.36;149;100
218.30.118.6;1896;1896
223.5.5.5;1978;1978
223.6.6.6;1864;1864
23.253.163.53;0;0
37.235.1.174;0;0
37.235.1.177;0;0
64.6.64.6;192;57
64.6.65.6;2293;2293
74.82.42.42;13;13
77.88.8.1;22;22
77.88.8.8;22;22
80.80.80.80;1968;1968
80.80.81.81;1811;1641
81.218.119.11;0;0
8.20.247.20;0;0
8.26.56.26;1957;1957
84.200.69.80;1930;1930
84.200.70.40;883;262
8.8.4.4;2278;2278
8.8.8.8;2237;2237
89.233.43.71;0;0
91.239.100.100;0;0
9.9.9.9;2160;2160
