1.0.0.1;930;838
101.226.4.6;1857;1857
109.69.8.51;0;0
1.1.1.1;799;500
114.114.114.114;58;50
114.114.115.115;58;50
117.50.11.11;0;0
117.50.22.22;197;197
119.28.28.28;1850;1850
119.29.29.29;1970;1970
1.2.4.8;1835;1835
149.112.112.112;2124;2124
156.154.70.1;2203;2203
156.154.71.1;2263;2263
169.239.202.202;0;0
180.76.76.76;1728;1728
185.121.177.177;0;0
195.46.39.39;0;0
195.46.39.40;0;0
198.101.242.72;0;0
199.85.126.10;2256;2256
199.85.127.10;2208;2208
208.67.220.220;797;261
208.67.222.222;786;321
208.76.50.50;0;0
208.76.51.51;0;0
209.244.0.3;585;450
209.244.0.4;588;450
209.88.198.133;0;0
210.2.4.8;1810;1810
216.146.35.35;149;100
216.146.36.36;149;99
218.30.118.6;1930;1930
223.5.5.5;1939;1939
223.6.6.6;1880;1880
23.253.163.53;0;0
37.235.1.174;0;0
37.235.1.177;0;0
64.6.64.6;192;58
64.6.65.6;2257;2257
74.82.42.42;983;315
77.88.8.1;29;27
77.88.8.8;13;13
80.80.80.80;1924;1924
80.80.81.81;573;1
81.218.119.11;0;0
8.20.247.20;1973;1973
8.26.56.26;0;0
84.200.69.80;1903;1903
84.200.70.40;975;374
8.8.4.4;2097;2097
8.8.8.8;2111;2111
89.233.43.71;0;0
91.239.100.100;0;0
9.9.9.9;2170;2170
