1.0.0.1;967;873
101.226.4.6;1737;1737
109.69.8.51;0;0
1.1.1.1;891;794
114.114.114.114;55;50
114.114.115.115;56;50
117.50.11.11;0;0
117.50.22.22;194;194
119.28.28.28;1893;1893
119.29.29.29;1935;1935
1.2.4.8;0;0
149.112.112.112;50;10
156.154.70.1;1922;1922
156.154.71.1;1797;1797
169.239.202.202;0;0
180.76.76.76;1734;1734
185.121.177.177;0;0
195.46.39.39;0;0
195.46.39.40;0;0
198.101.242.72;0;0
199.85.126.10;598;299
199.85.127.10;1761;1751
208.67.220.220;797;439
208.67.222.222;671;480
208.76.50.50;0;0
208.76.51.51;0;0
209.244.0.3;551;455
209.244.0.4;43;43
209.88.198.133;0;0
210.2.4.8;1805;1805
216.146.35.35;149;100
216.146.36.36;149;100
218.30.118.6;1753;1753
223.5.5.5;1774;1774
223.6.6.6;1776;1776
23.253.163.53;0;0
37.235.1.174;0;0
37.235.1.177;0;0
64.6.64.6;199;39
64.6.65.6;1798;1757
74.82.42.42;348;0
77.88.8.1;24;24
77.88.8.8;28;27
80.80.80.80;1930;1930
80.80.81.81;20;20
81.218.119.11;0;0
8.20.247.20;1960;1960
8.26.56.26;0;0
84.200.69.80;14;14
84.200.70.40;992;503
8.8.4.4;1779;1742
8.8.8.8;1680;1519
89.233.43.71;0;0
91.239.100.100;0;0
9.9.9.9;50;24
