1.0.0.1;776;500
101.226.4.6;674;674
109.69.8.51;0;0
1.1.1.1;728;496
114.114.114.114;54;50
114.114.115.115;51;50
117.50.11.11;0;0
117.50.22.22;232;232
119.28.28.28;1308;1194
119.29.29.29;1325;1259
1.2.4.8;0;0
149.112.112.112;1583;1352
156.154.70.1;1641;1641
156.154.71.1;1554;1521
169.239.202.202;0;0
180.76.76.76;1268;1045
185.121.177.177;0;0
195.46.39.39;0;0
195.46.39.40;0;0
198.101.242.72;0;0
199.85.126.10;1476;1475
199.85.127.10;1638;1638
208.67.220.220;727;378
208.67.222.222;761;0
208.76.50.50;0;0
208.76.51.51;0;0
209.244.0.3;615;449
209.244.0.4;606;457
209.88.198.133;0;0
210.2.4.8;172;172
216.146.35.35;149;99
216.146.36.36;149;100
218.30.118.6;706;633
223.5.5.5;1102;1097
223.6.6.6;1603;1603
23.253.163.53;0;0
37.235.1.174;0;0
37.235.1.177;0;0
64.6.64.6;188;62
64.6.65.6;1449;1284
74.82.42.42;247;0
77.88.8.1;30;26
77.88.8.8;23;23
80.80.80.80;1417;1210
80.80.81.81;0;0
81.218.119.11;0;0
8.20.247.20;0;0
8.26.56.26;1711;1711
84.200.69.80;996;792
84.200.70.40;808;649
8.8.4.4;1820;1820
8.8.8.8;1734;1734
89.233.43.71;0;0
91.239.100.100;0;0
9.9.9.9;1616;1616
