1.0.0.1;936;500
101.226.4.6;1703;1703
109.69.8.51;0;0
1.1.1.1;799;500
114.114.114.114;56;50
114.114.115.115;56;50
117.50.11.11;0;0
117.50.22.22;192;192
119.28.28.28;1823;1823
119.29.29.29;1819;1819
1.2.4.8;1707;1707
149.112.112.112;1925;1925
156.154.70.1;1843;1843
156.154.71.1;1741;1741
169.239.202.202;0;0
180.76.76.76;1723;1723
185.121.177.177;0;0
195.46.39.39;0;0
195.46.39.40;0;0
198.101.242.72;0;0
199.85.126.10;1884;1884
199.85.127.10;1817;1817
208.67.220.220;885;265
208.67.222.222;798;384
208.76.50.50;0;0
208.76.51.51;0;0
209.244.0.3;567;450
209.244.0.4;13;13
209.88.198.133;0;0
210.2.4.8;1677;1146
216.146.35.35;149;100
216.146.36.36;149;100
218.30.118.6;1665;1665
223.5.5.5;1703;1703
223.6.6.6;1701;1665
23.253.163.53;0;0
37.235.1.174;0;0
37.235.1.177;0;0
64.6.64.6;199;39
64.6.65.6;1817;1817
74.82.42.42;321;0
77.88.8.1;31;29
77.88.8.8;31;30
80.80.80.80;1894;1894
80.80.81.81;1858;1858
81.218.119.11;0;0
8.20.247.20;0;0
8.26.56.26;1897;1897
84.200.69.80;845;829
84.200.70.40;991;659
8.8.4.4;1663;1586
8.8.8.8;1701;1541
89.233.43.71;0;0
91.239.100.100;0;0
9.9.9.9;18;18
