1.0.0.1;772;571
101.226.4.6;916;859
109.69.8.51;0;0
1.1.1.1;879;494
114.114.114.114;54;50
114.114.115.115;52;50
117.50.11.11;0;0
117.50.22.22;186;186
119.28.28.28;1451;1451
119.29.29.29;1695;1695
1.2.4.8;0;0
149.112.112.112;1586;1586
156.154.70.1;1451;1341
156.154.71.1;1388;1248
169.239.202.202;0;0
180.76.76.76;1450;1450
185.121.177.177;0;0
195.46.39.39;0;0
195.46.39.40;0;0
198.101.242.72;0;0
199.85.126.10;1302;1018
199.85.127.10;1439;1360
208.67.220.220;682;463
208.67.222.222;760;303
208.76.50.50;0;0
208.76.51.51;0;0
209.244.0.3;641;457
209.244.0.4;622;446
209.88.198.133;0;0
210.2.4.8;290;290
216.146.35.35;149;100
216.146.36.36;148;100
218.30.118.6;832;629
223.5.5.5;1620;1605
223.6.6.6;1430;1257
23.253.163.53;0;0
37.235.1.174;0;0
37.235.1.177;0;0
64.6.64.6;194;50
64.6.65.6;1090;825
74.82.42.42;315;9
77.88.8.1;23;23
77.88.8.8;23;23
80.80.80.80;1325;1027
80.80.81.81;0;0
81.218.119.11;0;0
8.20.247.20;1016;1014
8.26.56.26;0;0
84.200.69.80;1204;1085
84.200.70.40;991;424
8.8.4.4;902;849
8.8.8.8;1740;1408
89.233.43.71;0;0
91.239.100.100;0;0
9.9.9.9;1204;1099
