ip;network-operator;router vendor;model version;firmware version;successful protocols
103.106.113.50;;Mikrotik;x86;RouterOS;snmp
103.106.114.222;;Mikrotik;x86;RouterOS;snmp
103.106.114.223;;Mikrotik;x86;RouterOS;snmp
103.106.114.224;;Mikrotik;x86;RouterOS;snmp
103.106.114.225;;Mikrotik;x86;RouterOS;snmp
103.106.114.226;;Mikrotik;x86;RouterOS;snmp
103.106.114.227;;Mikrotik;x86;RouterOS;snmp
103.106.114.228;;Mikrotik;x86;RouterOS;snmp
103.106.114.229;;Mikrotik;x86;RouterOS;snmp
103.106.114.230;;Mikrotik;x86;RouterOS;snmp
103.106.114.231;;Mikrotik;x86;RouterOS;snmp
103.106.114.232;;Mikrotik;x86;RouterOS;snmp
103.106.114.233;;Mikrotik;x86;RouterOS;snmp
103.106.114.234;;Mikrotik;x86;RouterOS;snmp
103.106.114.236;;Mikrotik;x86;RouterOS;snmp
103.106.114.237;;Mikrotik;x86;RouterOS;snmp
103.106.114.238;;Mikrotik;x86;RouterOS;snmp
103.106.114.239;;Mikrotik;x86;RouterOS;snmp
103.106.114.240;;Mikrotik;x86;RouterOS;snmp
103.106.114.241;;Mikrotik;x86;RouterOS;snmp
103.106.114.242;;Mikrotik;x86;RouterOS;snmp
103.106.114.243;;Mikrotik;x86;RouterOS;snmp
103.106.114.244;;Mikrotik;x86;RouterOS;snmp
103.106.114.245;;Mikrotik;x86;RouterOS;snmp
103.106.114.246;;Mikrotik;x86;RouterOS;snmp
103.106.114.249;;Mikrotik;x86;RouterOS;snmp
103.106.114.252;;Mikrotik;x86;RouterOS;snmp
103.106.114.253;;Mikrotik;x86;RouterOS;snmp
103.106.114.254;;Mikrotik;x86;RouterOS;snmp
103.106.114.255;;Mikrotik;x86;RouterOS;snmp
103.106.115.1;;Mikrotik;x86;RouterOS;snmp
103.106.115.13;;Mikrotik;x86;RouterOS;snmp
103.106.115.157;;Mikrotik;x86;RouterOS;snmp
103.106.115.2;;Mikrotik;x86;RouterOS;snmp
103.106.115.249;;Mikrotik;x86;RouterOS;snmp
103.106.115.250;;Mikrotik;x86;RouterOS;snmp
103.106.115.251;;Mikrotik;x86;RouterOS;snmp
103.106.115.252;;Mikrotik;x86;RouterOS;snmp
103.106.115.253;;Mikrotik;x86;RouterOS;snmp
103.106.115.254;;Mikrotik;x86;RouterOS;snmp
103.106.115.255;;Mikrotik;x86;RouterOS;snmp
103.106.115.33;;Mikrotik;x86;RouterOS;snmp
103.106.115.34;;Mikrotik;;RouterOS,v6.44.5;http8080
103.106.115.97;;Mikrotik;x86;RouterOS;snmp
103.106.119.189;;Mikrotik;;RouterOS;http80
103.106.119.78;;Mikrotik;;RouterOS,v6.49.11;http80
103.106.119.80;;Mikrotik;;RouterOS;http80
103.106.201.1;;Mikrotik;x86;RouterOS;snmp
103.106.201.129;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.201.13;;Mikrotik;x86;RouterOS;snmp
103.106.201.134;;;;;http80,http8080,https443
103.106.201.14;;Mikrotik;x86;RouterOS;snmp
103.106.201.17;;Mikrotik;x86;RouterOS;snmp
103.106.201.2;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.201.22;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.201.34;;Mikrotik;x86;RouterOS;snmp
103.106.201.37;;Mikrotik;x86;RouterOS;snmp
103.106.201.5;;Mikrotik;x86;RouterOS;snmp
103.106.201.6;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.201.73;;Mikrotik;x86;RouterOS;snmp
103.106.201.97;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.219.15;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.106.236.11;;Fortinet;;;http80,http8080,https443
103.106.236.117;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.236.125;;Mikrotik;;RouterOS,v6.49.8;http80
103.106.236.127;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.236.168;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.236.17;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.236.178;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.106.236.190;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.236.20;;Mikrotik;;RouterOS,v6.47.8;http80
103.106.236.205;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.236.232;;TP-Link;No.,TL-WR841N,TP-Link Wireless N Router WR841N;;http80,http8080,https443
103.106.236.241;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.236.242;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.236.55;;Mikrotik;x86;RouterOS;snmp
103.106.237.111;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.106.237.115;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.237.141;;Mikrotik;x86;RouterOS;snmp
103.106.237.145;;;;;http80,http8080
103.106.237.147;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.237.16;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.237.187;;Mikrotik;;RouterOS;http80
103.106.237.23;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.106.237.52;;Mikrotik;;RouterOS;http80
103.106.237.71;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.237.74;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.106.237.78;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.237.9;;;;;http80,http8080,https443
103.106.238.110;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.238.132;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.238.133;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.238.134;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.106.238.161;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.106.238.164;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.238.232;;Mikrotik;;RouterOS;http80
103.106.238.233;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.238.77;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.238.8;;;;;http80,http8080
103.106.239.10;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.106.239.13;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.239.14;;;;;http80,http8080,https443
103.106.239.15;;Mikrotik;;RouterOS,v6.44.6;http80,ssh
103.106.239.163;;;;;http80,http8080,https443
103.106.239.169;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.239.17;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.239.170;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.106.239.173;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.239.184;;Mikrotik;;RouterOS,v6.47.10;http80
103.106.239.188;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.239.190;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.106.239.20;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.239.202;;;;;http80,http8080,https443
103.106.239.211;;Mikrotik;x86;RouterOS;snmp
103.106.239.217;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.239.218;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.239.220;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.239.222;;Mikrotik;x86;RouterOS;snmp
103.106.239.224;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.106.239.227;;;;;http8080,https443
103.106.239.239;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.239.243;;;;;http80
103.106.239.26;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.239.34;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.239.37;;;;;https443
103.106.239.38;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.239.4;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp,ssh
103.106.239.50;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.239.6;;Mikrotik;CCR2004-16G-2S+;RouterOS;snmp
103.106.239.7;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.239.71;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.239.72;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.239.74;;Mikrotik;;RouterOS;http80,ssh
103.106.239.75;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp,ssh
103.106.239.76;;;;;http80,http8080,https443
103.106.239.79;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.106.239.80;;;;;ssh
103.106.239.81;;;;;http8080
103.106.239.82;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.239.85;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp,ssh
103.106.239.86;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.106.239.88;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.106.239.93;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp,ssh
103.106.239.94;;Mikrotik;x86;RouterOS;snmp
103.106.76.106;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.106.77.234;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.107.147.238;;Mikrotik;RB1100Dx4;RouterOS;snmp
103.107.147.250;;Mikrotik;RB4011iGS+;RouterOS;snmp
103.107.244.194;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.107.68.126;;Mikrotik;CCR1016-12G;RouterOS;snmp
103.108.156.1;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.108.156.117;;ZTE;;;http80,http8080,https443
103.108.156.254;;Mikrotik;;RouterOS;https443
103.108.157.218;;Mikrotik;RB1100x4;RouterOS;snmp
103.108.157.222;;Mikrotik;RB951G-2HnD;RouterOS;http8080,https443,snmp
103.108.157.230;;Mikrotik;RB1100x4;RouterOS;snmp
103.108.158.170;;;;;http80
103.108.159.131;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.108.159.254;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.108.195.116;;;;;http80,http8080,https443
103.108.91.129;;;;;http8080
103.109.14.126;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.109.220.14;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.109.220.152;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.109.220.163;;;;;http8080,ssh
103.109.220.170;;;;;http80,http8080,ssh
103.109.220.26;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.109.220.75;;;;;http80,https443,ssh
103.109.222.10;;Mikrotik;RB750Gr3;RouterOS;snmp
103.109.222.242;;Mikrotik;RB1100x4;RouterOS;snmp
103.109.222.251;;;;;http80,https443
103.109.222.252;;;;;http80,http8080
103.109.223.205;;Mikrotik;;RouterOS;http80
103.109.223.209;;Mikrotik;;RouterOS;http80
103.109.223.6;;Mikrotik;;RouterOS;http80
103.109.26.27;;Hikvision;;;http80
103.11.28.46;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.110.10.154;;Mikrotik;RB1200;RouterOS;http80,http8080,https443,snmp
103.110.11.179;;;;;http80,https443,ssh
103.110.11.213;;;;v3.2;http80,http8080,https443,ssh
103.110.236.102;;Mikrotik;RB750Gr3;RouterOS;snmp
103.110.239.139;;;;;http80,https443,ssh
103.110.239.146;;;;;http80,http8080,https443,ssh
103.110.239.147;;;;;http80,https443,ssh
103.110.239.153;;;;;http80,https443,ssh
103.110.239.156;;;;;http80,https443
103.110.239.160;;Hikvision;;;http80
103.110.239.163;;TP-Link;Linux localhost 3.10.0_hi3536 #1 SMP Tue Apr 23 17:28:17 CST 2019 armv7l,No.,TL-WR840N,TP-Link Wireless N Router WR840N;;http8080,snmp
103.110.239.178;;Hikvision;;;http80
103.110.239.180;;Hikvision;;;http80
103.110.239.186;;;;;http80,https443
103.110.9.14;;Mikrotik;RB2011UiAS;RouterOS;snmp
103.110.9.158;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
103.110.9.228;;;;;http8080
103.110.9.81;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
103.110.9.83;;Hikvision;;;http80
103.110.96.166;;Mikrotik;x86;RouterOS;snmp
103.111.119.33;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.111.119.35;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.111.119.64;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.111.119.99;;Mikrotik;CCR1016-12G;RouterOS;snmp
103.111.185.190;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.111.22.177;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.111.22.195;;Hikvision;;;http80
103.111.22.209;;;;;http80,http8080,https443,ssh
103.111.22.26;;Mikrotik;RB3011UiAS;RouterOS;snmp
103.111.22.49;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.111.22.65;;Mikrotik;RB3011UiAS;RouterOS;snmp
103.111.225.197;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;http80,https443,snmp
103.111.248.38;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.111.248.58;;Mikrotik;RB450Gx4;RouterOS;snmp
103.111.249.114;;;;;http80,http8080,https443
103.111.249.117;;;;;http80,http8080,https443
103.111.249.121;;Mikrotik;RB450Gx4;RouterOS;snmp
103.111.249.173;;Mikrotik;RB1100AHx2;RouterOS;snmp
103.111.249.5;;Mikrotik;RB1100AHx2;RouterOS;snmp
103.111.249.6;;Mikrotik;RB951Ui-2nD;RouterOS;snmp
103.111.249.65;;Mikrotik;RB1100AHx2;RouterOS;snmp
103.111.249.93;;Mikrotik;RB450Gx4;RouterOS;snmp
103.111.249.94;;Mikrotik;RBMetalG-52SHPacn;RouterOS;snmp
103.111.250.126;;Mikrotik;RB1100AHx2;RouterOS;snmp
103.111.250.225;;Mikrotik;RB1100AHx2;RouterOS;snmp
103.111.250.242;;Mikrotik;RB450Gx4;RouterOS;snmp
103.111.250.57;;Mikrotik;RB3011UiAS;RouterOS;snmp
103.111.250.58;;Mikrotik;RB3011UiAS;RouterOS;snmp
103.112.136.130;;;;;http80,https443
103.112.136.131;;;;;http80,https443
103.112.136.132;;;;;http80,http8080,https443
103.112.136.133;;;;;http80,http8080,https443
103.112.137.222;;Fortinet;;;http80,http8080,https443
103.112.137.234;;;;;http80
103.112.252.163;;Mikrotik;;RouterOS;http80
103.112.252.164;;Cisco;Cisco IOS Software [Fuji] ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9_IAS-M) Version 16.9.5 RELEASE SOFTWARE (fc1)  Technical Support: http://www.cisco.com/techsupport  Copyright (c) 1986-2020 by Cisco Systems Inc.  Compiled Thu 30-Jan-20 18:53 by mcp;;snmp
103.112.252.18;;;;;ssh
103.112.252.2;;;;;http80,http8080,https443
103.112.252.22;;;;;http80,http8080
103.112.252.26;;;;;http8080,ssh
103.112.252.94;;Fortinet;;;http80,http8080,https443
103.112.255.1;;;Linux inventum 3.10.102 #1 SMP Mon Aug 27 15:50:35 IST 2018 x86_64;;snmp
103.112.255.11;;;Scopia XT4300;;snmp
103.112.255.110;;;;v2.0;http80,http8080,https443
103.112.255.112;;;;;http80,http8080,https443,ssh
103.112.255.114;;Mikrotik;;RouterOS,v6.40.4;http80
103.112.255.116;;Fortinet;;;http80,http8080,https443
103.112.255.120;;Fortinet;;;http80,http8080,https443,ssh
103.112.255.162;;Mikrotik;;RouterOS,v6.49.17;http80
103.112.255.175;;;;;http80,http8080
103.112.255.23;;Mikrotik;;RouterOS,v6.42.12;http80
103.112.32.1;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.32.10;;;;;http80
103.112.32.129;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.32.135;;Hikvision;;;http80
103.112.32.137;;Hikvision;;;http80
103.112.32.142;;;;;ssh
103.112.32.15;;;;;http80,http8080
103.112.32.17;;;;;http80,http8080,https443
103.112.32.25;;;;;http80,http8080
103.112.32.28;;Hikvision;;;http80
103.112.32.33;;;;;http80
103.112.32.53;;;;;http8080,https443,ssh
103.112.32.80;;;;;http80,http8080
103.112.35.1;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.112.35.22;;;;;http80,http8080
103.112.35.8;;;;;ssh
103.112.52.1;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.112.52.114;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.52.115;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.52.119;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.52.132;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.52.136;;;;;ssh
103.112.52.137;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.112.52.144;;;;;http80,http8080,https443
103.112.52.154;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.52.164;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.112.52.178;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.112.52.192;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.52.207;;Mikrotik;;RouterOS,v6.40.6;http8080
103.112.52.5;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.112.52.50;;;;;http80,http8080
103.112.52.6;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;http80,snmp,ssh
103.112.52.69;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
103.112.52.70;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.112.52.71;;Mikrotik;CCR2004-1G-12S+2XS;RouterOS;snmp
103.112.52.84;;Mikrotik;;RouterOS;http80
103.112.52.95;;;;;ssh
103.112.53.113;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.53.13;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.112.53.136;;Mikrotik;;RouterOS;http80,ssh
103.112.53.145;;;;;http8080,https443
103.112.53.16;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.53.160;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.53.162;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.53.168;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.53.179;;Mikrotik;;RouterOS;http80
103.112.53.18;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.53.191;;Mikrotik;CCR2004-1G-12S+2XS;RouterOS;snmp
103.112.53.196;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.53.208;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.112.53.213;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.53.226;;TP-Link;AC1200 Wireless Dual Band Gigabit Router,Archer C5;;http80,https443
103.112.53.232;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.112.53.233;;;;;http80,http8080,https443
103.112.53.239;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp,ssh
103.112.53.35;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.53.52;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.53.60;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.53.71;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.53.82;;Mikrotik;x86;RouterOS;snmp
103.112.53.96;;Mikrotik;x86;RouterOS;snmp
103.112.54.101;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.54.123;;Mikrotik;CCR1036-8G-2S+;RouterOS;http80,snmp,ssh
103.112.54.143;;Mikrotik;x86;RouterOS;snmp
103.112.54.178;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.54.183;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.54.196;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.112.54.198;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.54.200;;Mikrotik;;RouterOS;http8080,ssh
103.112.54.201;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.54.237;;Mikrotik;CCR2116-12G-4S+;RouterOS;http80,snmp,ssh
103.112.54.28;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.54.30;;;;;ssh
103.112.54.31;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.112.54.41;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.112.54.50;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.54.56;;;;;http80,http8080,https443
103.112.54.59;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.54.62;;Mikrotik;x86;RouterOS;snmp
103.112.54.76;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.54.77;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.54.78;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.116;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.112.55.117;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.120;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.55.121;;Mikrotik;x86;RouterOS;snmp
103.112.55.134;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.136;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.142;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.55.155;;;;;http80,https443
103.112.55.156;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.55.160;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.55.161;;Mikrotik;x86;RouterOS;snmp
103.112.55.162;;;;;http80,http8080
103.112.55.163;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.55.165;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.168;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.112.55.169;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.177;;;;;http80,https443
103.112.55.186;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.55.194;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.112.55.196;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.198;;Mikrotik;x86;RouterOS;snmp
103.112.55.199;;Mikrotik;x86;RouterOS;http80,snmp,ssh
103.112.55.205;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.112.55.213;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.219;;;;;http8080,ssh
103.112.55.221;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.55.222;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.55.223;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.55.227;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.55.228;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.246;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.247;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.251;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.253;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.254;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.55.41;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.55.42;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.44;;Mikrotik;x86;RouterOS;snmp
103.112.55.48;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.52;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.53;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.112.55.55;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.59;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.66;;Mikrotik;CCR1016-12G;RouterOS;snmp
103.112.55.70;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.55.71;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.78;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.112.55.88;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.112.55.97;;Mikrotik;RB750r2;RouterOS;snmp
103.112.65.38;;Mikrotik;;RouterOS,v6.49.10;http8080
103.113.0.161;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.113.0.38;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.113.0.41;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.113.104.223;;;;;http8080
103.113.118.14;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.113.12.242;;Mikrotik;CCR1016-12G;RouterOS;snmp
103.113.214.2;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
103.113.214.250;;Mikrotik;x86;RouterOS;snmp
103.113.224.1;;Mikrotik;x86;RouterOS;snmp
103.113.224.18;;Mikrotik;x86;RouterOS;snmp
103.113.224.2;;;;;ssh
103.113.224.21;;Mikrotik;x86;RouterOS;snmp
103.113.224.22;;;;;http8080
103.113.224.25;;Mikrotik;x86;RouterOS;snmp
103.113.224.5;;Mikrotik;x86;RouterOS;snmp
103.113.224.6;;;;;http80,https443
103.113.224.65;;Mikrotik;x86;RouterOS;snmp
103.113.224.66;;;;;http80,https443
103.113.224.67;;;;;http80,https443,ssh
103.113.224.69;;;;v2.2.8;http8080,https443,ssh
103.113.224.9;;Mikrotik;x86;RouterOS;snmp
103.113.225.1;;Mikrotik;x86;RouterOS;snmp
103.113.225.125;;Mikrotik;x86;RouterOS;snmp
103.113.225.129;;Mikrotik;x86;RouterOS;snmp
103.113.225.133;;Mikrotik;x86;RouterOS;snmp
103.113.225.137;;Mikrotik;x86;RouterOS;snmp
103.113.225.2;;;No.;;http80
103.113.225.21;;Mikrotik;x86;RouterOS;snmp
103.113.225.37;;Mikrotik;x86;RouterOS;snmp
103.113.225.4;;Fortinet;;;http80,https443
103.113.225.41;;Mikrotik;x86;RouterOS;snmp
103.113.225.42;;TP-Link;No.,TL-WR840N,TP-Link Wireless N Router WR840N;;http80,http8080,https443
103.113.225.49;;Mikrotik;x86;RouterOS;snmp
103.113.225.50;;TP-Link;No.,TL-WR841N,TP-Link Wireless N Router WR841N;;http80,https443
103.113.225.69;;Mikrotik;x86;RouterOS;snmp
103.113.225.73;;Mikrotik;x86;RouterOS;snmp
103.113.225.74;;;;;http80
103.113.225.82;;;;;http80,ssh
103.113.225.85;;Mikrotik;x86;RouterOS;snmp
103.113.227.105;;Mikrotik;x86;RouterOS;snmp
103.113.227.106;;Mikrotik;;RouterOS,v6.49.17;http8080
103.113.227.129;;Mikrotik;x86;RouterOS;snmp
103.113.227.197;;TP-Link;No.,TL-WR850N,TP-Link Wireless N Router WR850N;;http80,http8080,https443
103.113.227.217;;;;;http80,http8080,https443
103.113.227.233;;;;;http80,http8080,https443
